supplement_area,platform,source_area,rent,title,layout,area_m2,floor,community,district_business,address,tags,residential_priority,local_score,source_url,source_filter_url,coverage_note,raw_evidence
金桥/浦兴,anjuke,金桥,3000,陆家嘴大复式 租期灵活 采光极好 可拎包入住 随时看房,1室1厅,50,低层(共8层),金桥路1111号楼,浦东-金桥,金桥路1111号,朝南 有电梯 6/9/14号线,normal,103,https://sh.zu.anjuke.com/fangyuan/4624929045371905,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check, 陆家嘴大复式 租期灵活 采光极好 可拎包入住 随时看房 安选 1室1厅|50平米|低层(共8层) 金桥路1111号楼   浦东-金桥 -金桥路1111号 整租 朝南 有电梯 6/9/14号线  唐海晶 3000 元/月
金桥/浦兴,anjuke,金桥,3000,你很难不爱！我是业主 民用水电 押一付一 拎包入住O费用,1室1厅,50,低层(共6层),金桥路1111号楼,浦东-金桥,金桥路1111号,朝南 有电梯 6/9/14号线,normal,103,https://sh.zu.anjuke.com/fangyuan/4620924489051147,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check, 你很难不爱！我是业主 民用水电 押一付一 拎包入住O费用 安选 1室1厅|50平米|低层(共6层) 金桥路1111号楼   浦东-金桥 -金桥路1111号 整租 朝南 有电梯 6/9/14号线  杨郑鑫 3000 元/月
金桥/浦兴,anjuke,金桥,3100,小区安静 阳光充足近 长岛路休闲广场 拎包入住,2室1厅,46.3,中层(共6层),船舶新村,浦东-金桥,船舶新村1-14号,朝南 6号线,normal,103,https://sh.zu.anjuke.com/fangyuan/4606920641309702,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,小区安静 阳光充足近 长岛路休闲广场 拎包入住 安选 2室1厅|46.3平米|中层(共6层) 船舶新村   浦东-金桥 -船舶新村1-14号 整租 朝南 6号线  彭一轩 3100 元/月
金桥/浦兴,anjuke,金桥,3500,近6号线五莲路地铁站！近沪新小学！近文峰广场！随时可看！,2室1厅,45,共4层 7日内实拍验真,7日内实拍验真 沪东新村,浦东-金桥,沪东新村55-381号,朝南 6/12号线,normal,103,https://sh.zu.anjuke.com/fangyuan/4625298476461062,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,近6号线五莲路地铁站！近沪新小学！近文峰广场！随时可看！ 安选 2室1厅|45平米|共4层 7日内实拍验真 沪东新村   浦东-金桥 -沪东新村55-381号 整租 朝南 6/12号线  张博文 3500 元/月
金桥/浦兴,anjuke,金桥,3500,近6号线五莲路，可办车位，一房，有钥匙随时看房,2室1厅,45,中层(共6层),沪东新村,浦东-金桥,沪东新村55-381号,朝南 6/12号线,normal,103,https://sh.zu.anjuke.com/fangyuan/4604207321132038,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,近6号线五莲路，可办车位，一房，有钥匙随时看房 安选 2室1厅|45平米|中层(共6层) 沪东新村   浦东-金桥 -沪东新村55-381号 整租 朝南 6/12号线  杨博 3500 元/月
金桥/浦兴,anjuke,金桥,3500,近五莲路地铁站，近沪东医院，近盒马商圈，实图实价，随时看房,2室1厅,46.3,低层(共6层),船舶新村,浦东-金桥,船舶新村1-14号,朝南 6号线,normal,103,https://sh.zu.anjuke.com/fangyuan/4607046070115337,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,近五莲路地铁站，近沪东医院，近盒马商圈，实图实价，随时看房 安选 2室1厅|46.3平米|低层(共6层) 船舶新村   浦东-金桥 -船舶新村1-14号 整租 朝南 6号线  韩子奇 3500 元/月
金桥/浦兴,anjuke,金桥,3700,带车位 近12号杨高北路 大两房 有钥匙 看房随时,2室1厅,57,低层(共6层),东陆新村七街坊,浦东-金桥,"五莲路1424弄,博兴路1663弄",朝南 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4623894450873359,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"带车位 近12号杨高北路 大两房 有钥匙 看房随时 安选 2室1厅|57平米|低层(共6层) 东陆新村七街坊   浦东-金桥 -五莲路1424弄,博兴路1663弄 整租 朝南 6/12号线  陈云博 3700 元/月"
金桥/浦兴,anjuke,金桥,3700,可办居住证 采光刺眼 临近地铁站 精装修 看房随时,2室1厅,57,中层(共6层),东陆新村七街坊,浦东-金桥,"五莲路1424弄,博兴路1663弄",朝南 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4623997264815116,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"可办居住证 采光刺眼 临近地铁站 精装修 看房随时 安选 2室1厅|57平米|中层(共6层) 东陆新村七街坊   浦东-金桥 -五莲路1424弄,博兴路1663弄 整租 朝南 6/12号线  王赛 3700 元/月"
金桥/浦兴,anjuke,金桥,3700,实拍6 12号线双轨精装修双南两房拎包入住看房随时可办车位,2室1厅,62.9,中层(共6层),朱家门小区,浦东-金桥,"莱阳路451弄,利津路158弄,五莲路201弄,浦东大道2970弄",朝南 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4604173862972419,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"实拍6 12号线双轨精装修双南两房拎包入住看房随时可办车位 安选 2室1厅|62.9平米|中层(共6层) 朱家门小区   浦东-金桥 -莱阳路451弄,利津路158弄,五莲路201弄,浦东大道2970弄 整租 朝南 6/12号线  党有为 3700 元/月"
金桥/浦兴,anjuke,金桥,3800,近地铁12号线巨峰路 可办车位居住证 随时可看 随时入住,2室1厅,75,中层(共6层) 7日内实拍验真,7日内实拍验真 东陆新村七街坊,浦东-金桥,"五莲路1424弄,博兴路1663弄",朝南 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4643503970032652,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"近地铁12号线巨峰路 可办车位居住证 随时可看 随时入住 安选 2室1厅|75平米|中层(共6层) 7日内实拍验真 东陆新村七街坊   浦东-金桥 -五莲路1424弄,博兴路1663弄 整租 朝南 6/12号线  程国富 3800 元/月"
金桥/浦兴,anjuke,金桥,3800,可当宿舍可，双南大两房，小区可办车位，随时看房,2室1厅,67.4,高层(共6层) 7日内实拍验真,7日内实拍验真 荷三小区,浦东-金桥,"牟平路56弄,牟平路154弄,荷泽路567弄",朝南 6/9号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4636760365457422,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"可当宿舍可，双南大两房，小区可办车位，随时看房 安选 2室1厅|67.4平米|高层(共6层) 7日内实拍验真 荷三小区   浦东-金桥 -牟平路56弄,牟平路154弄,荷泽路567弄 整租 朝南 6/9号线  贾凯琪 3800 元/月"
金桥/浦兴,anjuke,金桥,3800,东荷小学建平远翔旁，近地铁6号线五莲路，实拍图，看房有钥匙！,2室1厅,53,中层(共6层),东五小区(浦东),浦东-金桥,东陆路898弄,朝南 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4628128576187403,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,东荷小学建平远翔旁，近地铁6号线五莲路，实拍图，看房有钥匙！ 安选 2室1厅|53平米|中层(共6层) 东五小区(浦东)   浦东-金桥 -东陆路898弄 整租 朝南 6/12号线  李海龙 3800 元/月
金桥/浦兴,anjuke,金桥,3800,实房实价 6号线五莲路 近开元骨科 远翔向未来 随时看房,2室1厅,55.4,高层(共6层),东荷小区,浦东-金桥,东陆路1018弄,朝南 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4624068526416901,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,实房实价 6号线五莲路 近开元骨科 远翔向未来 随时看房 安选 2室1厅|55.4平米|高层(共6层) 东荷小区   浦东-金桥 -东陆路1018弄 整租 朝南 6/12号线  蒋旋旋 3800 元/月
金桥/浦兴,anjuke,金桥,3800,6号线博兴路 近竹园小学 一楼有大院子 配置齐 交通便利,2室1厅,68.5,低层(共6层),兰城小区,浦东-金桥,兰城路108弄,朝南 6号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4618153683807233,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,6号线博兴路 近竹园小学 一楼有大院子 配置齐 交通便利 安选 2室1厅|68.5平米|低层(共6层) 兰城小区   浦东-金桥 -兰城路108弄 整租 朝南 6号线  蒋旋旋 3800 元/月
金桥/浦兴,anjuke,金桥,3800,6号线五莲路站交通便利周边生活便利羽毛球馆,2室1厅,63,中层(共6层),寿一小区,浦东-金桥,"寿光路31弄,寿光路75弄,莱阳路350弄1-37号",朝南 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4636624736837632,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"6号线五莲路站交通便利周边生活便利羽毛球馆 安选 2室1厅|63平米|中层(共6层) 寿一小区   浦东-金桥 -寿光路31弄,寿光路75弄,莱阳路350弄1-37号 整租 朝南 6/12号线  张博文 3800 元/月"
金桥/浦兴,anjuke,金桥,3800,客户转租6号线五莲路站800米周边生活便利,2室1厅,63,中层(共6层),寿一小区,浦东-金桥,"寿光路31弄,寿光路75弄,莱阳路350弄1-37号",朝南 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4633983660809219,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"客户转租6号线五莲路站800米周边生活便利 安选 2室1厅|63平米|中层(共6层) 寿一小区   浦东-金桥 -寿光路31弄,寿光路75弄,莱阳路350弄1-37号 整租 朝南 6/12号线  朱陆淇 3800 元/月"
金桥/浦兴,anjuke,金桥,3800,靠近六号线五莲路地铁口 电梯房 随时看房 可办居住证,2室1厅,63,中层(共6层),寿一小区,浦东-金桥,"寿光路31弄,寿光路75弄,莱阳路350弄1-37号",朝南 有电梯 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4628065925637123,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check," 靠近六号线五莲路地铁口 电梯房 随时看房 可办居住证 安选 2室1厅|63平米|中层(共6层) 寿一小区   浦东-金桥 -寿光路31弄,寿光路75弄,莱阳路350弄1-37号 整租 朝南 有电梯 6/12号线  杨杰 3800 元/月"
金桥/浦兴,anjuke,金桥,3800,12号线东陆路站旁 小区可办车位 看房随时有钥匙 可压一付一,2室1厅,54.7,低层(共6层),朱家门小区,浦东-金桥,"莱阳路451弄,利津路158弄,五莲路201弄,浦东大道2970弄",朝南 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4606738661925888,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"12号线东陆路站旁 小区可办车位 看房随时有钥匙 可压一付一 安选 2室1厅|54.7平米|低层(共6层) 朱家门小区   浦东-金桥 -莱阳路451弄,利津路158弄,五莲路201弄,浦东大道2970弄 整租 朝南 6/12号线  张浩然 3800 元/月"
金桥/浦兴,anjuke,金桥,3800,近地铁6号线沿线上下班方便的神仙房 房子刚空出 手慢无地铁口,2室1厅,53,高层(共6层),金桥新村一街坊,浦东-金桥,"东陆路1456弄,东陆路1528弄,东陆路1350弄",朝南 有电梯 6/9/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4605318618833920,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check," 近地铁6号线沿线上下班方便的神仙房 房子刚空出 手慢无地铁口 安选 2室1厅|53平米|高层(共6层) 金桥新村一街坊   浦东-金桥 -东陆路1456弄,东陆路1528弄,东陆路1350弄 整租 朝南 有电梯 6/9/12号线  张意莎 3800 元/月"
金桥/浦兴,anjuke,金桥,3900,近地铁 精装两房 中间楼层 可办车位居住证 看房随时,2室1厅,56.6,中层(共6层),东陆新村二街坊,浦东-金桥,"凌河路420弄,凌河路354弄",朝南 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4608221959332876,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"近地铁 精装两房 中间楼层 可办车位居住证 看房随时 安选 2室1厅|56.6平米|中层(共6层) 东陆新村二街坊   浦东-金桥 -凌河路420弄,凌河路354弄 整租 朝南 6/12号线  吴慧娟 3900 元/月"
金桥/浦兴,anjuke,金桥,3900,近6号线五莲路 文峰广场 精装小两房停车便利付款灵活宠物友好,2室1厅,53.1,中层(共6层),沪东新村,浦东-金桥,沪东新村55-381号,朝南 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4587029886821383,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,近6号线五莲路 文峰广场 精装小两房停车便利付款灵活宠物友好 安选 2室1厅|53.1平米|中层(共6层) 沪东新村   浦东-金桥 -沪东新村55-381号 整租 朝南 6/12号线  王璟睿 3900 元/月
金桥/浦兴,anjuke,金桥,3900,实拍好房！！！近公园，近商圈，近学校，拎包入住，随时看房,2室1厅,58.1,中层(共6层),荷三小区,浦东-金桥,"牟平路56弄,牟平路154弄,荷泽路567弄",朝南 6/9号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4575703339002893,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"实拍好房！！！近公园，近商圈，近学校，拎包入住，随时看房 安选 2室1厅|58.1平米|中层(共6层) 荷三小区   浦东-金桥 -牟平路56弄,牟平路154弄,荷泽路567弄 整租 朝南 6/9号线  韩子奇 3900 元/月"
金桥/浦兴,anjuke,金桥,3900,6号线五莲路12号线东陆路 双南两房 采光好 配置齐 随时看,2室1厅,57.3,高层(共6层),莱阳北小区,浦东-金桥,"莱阳路301弄,浦东大道2920弄,莱阳路201弄,五莲路100弄",朝南 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4616739108512782,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"6号线五莲路12号线东陆路 双南两房 采光好 配置齐 随时看 安选 2室1厅|57.3平米|高层(共6层) 莱阳北小区   浦东-金桥 -莱阳路301弄,浦东大道2920弄,莱阳路201弄,五莲路100弄 整租 朝南 6/12号线  蒋旋旋 3900 元/月"
金桥/浦兴,anjuke,金桥,4000,可办车位 南北两房 真实价格 六号线博兴路站 随时看房 急租,2室1厅,61.2,中层(共6层),东二小区,浦东-金桥,"博兴路1185弄,博兴路1383弄,东陆路1268弄",朝南 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4588606583890948,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check," 可办车位 南北两房 真实价格 六号线博兴路站 随时看房 急租 安选 2室1厅|61.2平米|中层(共6层) 东二小区   浦东-金桥 -博兴路1185弄,博兴路1383弄,东陆路1268弄 整租 朝南 6/12号线  张浩然 4000 元/月"
金桥/浦兴,anjuke,金桥,4000,新上房源 家电齐全 近地铁 附近新嘉中心开业了 随时入住！,2室1厅,58.7,中层(共6层),东陆新村七街坊,浦东-金桥,"五莲路1424弄,博兴路1663弄",南北 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4641007598969865,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check," 新上房源 家电齐全 近地铁 附近新嘉中心开业了 随时入住！ 安选 2室1厅|58.7平米|中层(共6层) 东陆新村七街坊   浦东-金桥 -五莲路1424弄,博兴路1663弄 整租 南北 6/12号线  林海生 4000 元/月"
金桥/浦兴,anjuke,金桥,4000,靠12号线杨高北路 民水民电 家具齐全 随时看房拎包就可入住,2室1厅,57.7,中层(共6层),东陆新村七街坊,浦东-金桥,"五莲路1424弄,博兴路1663弄",南北 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4632591531351048,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check," 靠12号线杨高北路 民水民电 家具齐全 随时看房拎包就可入住 安选 2室1厅|57.7平米|中层(共6层) 东陆新村七街坊   浦东-金桥 -五莲路1424弄,博兴路1663弄 整租 南北 6/12号线  杨念 4000 元/月"
金桥/浦兴,anjuke,金桥,4000,双南两房12号线杨高北路站金桥商圈附近有多个公园,2室1厅,58.3,高层(共6层),东陆新村二街坊,浦东-金桥,"凌河路420弄,凌河路354弄",朝南 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4603739913118723,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"双南两房12号线杨高北路站金桥商圈附近有多个公园 安选 2室1厅|58.3平米|高层(共6层) 东陆新村二街坊   浦东-金桥 -凌河路420弄,凌河路354弄 整租 朝南 6/12号线  朱陆淇 4000 元/月"
金桥/浦兴,anjuke,金桥,4000,新上房源 双南两房 精装全配 随时看房 诚意出售 ！,2室1厅,59,高层(共6层),东陆新村二街坊,浦东-金桥,"凌河路420弄,凌河路354弄",南北 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4622000432454665,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check," 新上房源 双南两房 精装全配 随时看房 诚意出售 ！ 安选 2室1厅|59平米|高层(共6层) 东陆新村二街坊   浦东-金桥 -凌河路420弄,凌河路354弄 整租 南北 6/12号线  林海生 4000 元/月"
金桥/浦兴,anjuke,金桥,4000,近6号线博兴路 近竹园小学 一楼带院子 家电齐全拎包入住,2室1厅,68.5,低层(共6层),兰城小区,浦东-金桥,兰城路108弄,朝南 6号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4608424821353476,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,近6号线博兴路 近竹园小学 一楼带院子 家电齐全拎包入住 安选 2室1厅|68.5平米|低层(共6层) 兰城小区   浦东-金桥 -兰城路108弄 整租 朝南 6号线  王璟睿 4000 元/月
金桥/浦兴,anjuke,金桥,4000,近12号线东陆路 近文峰广场 双南两房 采光充足 停车便利,2室1厅,60.5,高层(共6层),朱家门小区,浦东-金桥,"莱阳路451弄,利津路158弄,五莲路201弄,浦东大道2970弄",朝南 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4569811326018560,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"近12号线东陆路 近文峰广场 双南两房 采光充足 停车便利 安选 2室1厅|60.5平米|高层(共6层) 朱家门小区   浦东-金桥 -莱阳路451弄,利津路158弄,五莲路201弄,浦东大道2970弄 整租 朝南 6/12号线  王璟睿 4000 元/月"
金桥/浦兴,anjuke,金桥,4000,永业小区~近9号线~太茂商业广场~精装全配~采光好~拎包住,2室1厅,50.9,高层(共6层),永业小区(南区),浦东-金桥,"永业路42弄,永业路94弄",朝南 9/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4585336888990733,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"永业小区~近9号线~太茂商业广场~精装全配~采光好~拎包住 安选 2室1厅|50.9平米|高层(共6层) 永业小区(南区)   浦东-金桥 -永业路42弄,永业路94弄 整租 朝南 9/12号线  但堂华 4000 元/月"
金桥/浦兴,anjuke,金桥,4000,沪东医院，文峰广场，6号线五莲路，双南两房，采光好，拎包入住,2室1厅,52,高层(共6层),沪东新村,浦东-金桥,沪东新村55-381号,朝南 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4639005678690306,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,沪东医院，文峰广场，6号线五莲路，双南两房，采光好，拎包入住 安选 2室1厅|52平米|高层(共6层) 沪东新村   浦东-金桥 -沪东新村55-381号 整租 朝南 6/12号线  程宏涛 4000 元/月
金桥/浦兴,anjuke,金桥,4000,地铁6百米 双南两房 沪东新村,2室1厅,59.4,高层(共6层),沪东新村,浦东-金桥,沪东新村55-381号,朝南 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4598498238721032,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check, 地铁6百米 双南两房 沪东新村 安选 2室1厅|59.4平米|高层(共6层) 沪东新村   浦东-金桥 -沪东新村55-381号 整租 朝南 6/12号线  李丙禹 4000 元/月
金桥/浦兴,anjuke,金桥,4000,实拍6号线五莲路地铁口文峰广场旁精装两房一厅拎包入住看房方便,2室1厅,59.4,中层(共6层),沪东新村,浦东-金桥,沪东新村55-381号,朝南 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4598586896360462,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check, 实拍6号线五莲路地铁口文峰广场旁精装两房一厅拎包入住看房方便 安选 2室1厅|59.4平米|中层(共6层) 沪东新村   浦东-金桥 -沪东新村55-381号 整租 朝南 6/12号线  党有为 4000 元/月
金桥/浦兴,anjuke,金桥,4000,6号线五莲路站，近沪东医院，文峰广场，拎包入住,2室1厅,52,中层(共6层),沪东新村,浦东-金桥,沪东新村55-381号,朝南 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4639053277912069,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,6号线五莲路站，近沪东医院，文峰广场，拎包入住 安选 2室1厅|52平米|中层(共6层) 沪东新村   浦东-金桥 -沪东新村55-381号 整租 朝南 6/12号线  汪嘉希 4000 元/月
金桥/浦兴,anjuke,金桥,4000,近6号线五莲路地铁站！近文峰广场！随时可看！,2室1厅,52,中层(共6层),沪东新村,浦东-金桥,沪东新村55-381号,朝南 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4635110422977542,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,近6号线五莲路地铁站！近文峰广场！随时可看！ 安选 2室1厅|52平米|中层(共6层) 沪东新村   浦东-金桥 -沪东新村55-381号 整租 朝南 6/12号线  郑晓佳 4000 元/月
金桥/浦兴,anjuke,金桥,4000,2室1厅 价格4k 采光好 距离6号线五莲路地铁站670米,2室1厅,52,高层(共6层),沪东新村,浦东-金桥,沪东新村55-381号,朝南 6/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4635205556544514,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check, 2室1厅 价格4k 采光好 距离6号线五莲路地铁站670米 安选 2室1厅|52平米|高层(共6层) 沪东新村   浦东-金桥 -沪东新村55-381号 整租 朝南 6/12号线  南千科 4000 元/月
金桥/浦兴,anjuke,金桥,4000,陪读好房源 楼层好 出行方便可办车位,2室1厅,59.5,中层(共6层),金桥新村一街坊,浦东-金桥,"东陆路1456弄,东陆路1528弄,东陆路1350弄",朝南 6/9/12号线,normal,101,https://sh.zu.anjuke.com/fangyuan/4579807522120712,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"陪读好房源 楼层好 出行方便可办车位 安选 2室1厅|59.5平米|中层(共6层) 金桥新村一街坊   浦东-金桥 -东陆路1456弄,东陆路1528弄,东陆路1350弄 整租 朝南 6/9/12号线  杨杰 4000 元/月"
金桥/浦兴,anjuke,金桥,2500,6号线博兴路站！直达世纪大道民用水电拎包入住随时方便看房,1室1厅,39,中层(共12层),同方锦城(一期),浦东-金桥,长岛路625弄,朝南 有电梯 6/9/12号线,normal,98,https://sh.zu.anjuke.com/fangyuan/4601379065224197,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,6号线博兴路站！直达世纪大道民用水电拎包入住随时方便看房 安选 1室1厅|39平米|中层(共12层) 同方锦城(一期)   浦东-金桥 -长岛路625弄 整租 朝南 有电梯 6/9/12号线  周欢欢 2500 元/月
金桥/浦兴,anjuke,金桥,2500,陆家嘴世纪大道民用水电大平层押一付一首月免租,1室1厅,39,共5层,新金桥路230号楼,浦东-金桥,新金桥路230号,朝南 有电梯 9/14号线,normal,98,https://sh.zu.anjuke.com/fangyuan/4534945910318083,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check, 陆家嘴世纪大道民用水电大平层押一付一首月免租 安选 1室1厅|39平米|共5层 新金桥路230号楼   浦东-金桥 -新金桥路230号 整租 朝南 有电梯 9/14号线  秦洪晖 2500 元/月
金桥/浦兴,anjuke,金桥,2500,新金桥路230号楼 1室1厅1卫 房屋清洁 家电齐全,1室1厅,35,中层(共8层),新金桥路230号楼,浦东-金桥,新金桥路230号,朝南 有电梯 9/14号线,normal,98,https://sh.zu.anjuke.com/fangyuan/4590920039029769,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check, 新金桥路230号楼 1室1厅1卫 房屋清洁 家电齐全 安选 1室1厅|35平米|中层(共8层) 新金桥路230号楼   浦东-金桥 -新金桥路230号 整租 朝南 有电梯 9/14号线  唐海晶 2500 元/月
金桥/浦兴,anjuke,金桥,2500,YYDS梦中情房 民用水电 精装修 配套齐全 拎包入住,1室1厅,30,中层(共7层),新金桥路230号楼,浦东-金桥,新金桥路230号,朝南 有电梯 9/14号线,normal,98,https://sh.zu.anjuke.com/fangyuan/4557272811449347,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check, YYDS梦中情房 民用水电 精装修 配套齐全 拎包入住 安选 1室1厅|30平米|中层(共7层) 新金桥路230号楼   浦东-金桥 -新金桥路230号 整租 朝南 有电梯 9/14号线  蒋佳乐 2500 元/月
